real,predicted,laptime_s,tyre_life,position,compound,ers_status,superclipping_duration,race,lap,race_progress
-2.6240000000000094,-2.575110000000002,109.591,15.0,12,HARD,NORMAL,1.53,Belgian Grand Prix,26,0.3421052631578947
-0.9114999999999895,-0.397449999999985,80.553,2.0,19,MEDIUM,NORMAL,2.77,Spanish Grand Prix,22,0.2857142857142857
2.7990000000000066,3.461840000000003,101.295,8.0,16,SOFT,ALERTA,4.63,Bahrain Grand Prix,8,0.6153846153846154
-0.30700000000000216,0.04403000000000091,101.238,17.0,5,MEDIUM,CRÍTICO,5.33,United States Grand Prix,34,0.6071428571428571
-0.8329999999999984,-0.591484999999997,94.136,21.0,8,HARD,ALERTA,4.88,Saudi Arabian Grand Prix,37,0.74
-0.39400000000000546,-0.4641250000000063,111.821,4.0,17,MEDIUM,ALERTA,4.23,Belgian Grand Prix,28,0.6363636363636364
-0.7129999999999939,-0.5921799999999956,92.619,28.0,17,MEDIUM,CRÍTICO,7.23,Miami Grand Prix,57,0.75
1.208999999999989,1.5975649999999997,77.993,19.0,6,MEDIUM,CRÍTICO,6.73,Dutch Grand Prix,19,0.2638888888888889
1.0259999999999962,1.0798100000000008,102.571,16.0,3,MEDIUM,ALERTA,4.88,United States Grand Prix,16,0.2857142857142857
1.043999999999997,1.2345349999999995,80.145,9.0,8,MEDIUM,ALERTA,4.81,Monaco Grand Prix,39,0.5416666666666666
-1.7930000000000064,-1.6059700000000012,82.469,11.0,6,HARD,ALERTA,4.55,Hungarian Grand Prix,50,0.7142857142857143
-1.519999999999996,-1.4212999999999982,88.373,8.0,5,HARD,NORMAL,2.78,Abu Dhabi Grand Prix,34,0.4358974358974359
3.0120000000000005,-1.6544550000000067,101.141,22.0,2,MEDIUM,NORMAL,1.69,Las Vegas Grand Prix,22,0.282051282051282
2.0460000000000065,0.7644999999999983,86.308,18.0,12,HARD,CRÍTICO,7.03,Hungarian Grand Prix,41,0.5694444444444444
1.5760000000000076,2.0863350000000036,85.114,34.0,14,MEDIUM,ALERTA,4.58,Mexico City Grand Prix,34,0.4722222222222222
8.99199999999999,8.78387999999999,103.169,27.0,13,INTERMEDIATE,NORMAL,1.94,British Grand Prix,37,0.4868421052631579
0.21750000000000114,-0.2456750000000001,86.31,9.0,18,MEDIUM,NORMAL,1.57,Italian Grand Prix,41,0.5394736842105263
-2.027000000000001,-2.0666899999999924,74.695,8.0,3,SOFT,ALERTA,4.4,São Paulo Grand Prix,55,0.7746478873239436
-2.4350000000000023,-2.2626900000000028,109.78,3.0,17,HARD,NORMAL,1.14,Belgian Grand Prix,12,0.1558441558441558
-0.9735000000000014,-0.9996350000000004,85.119,11.0,14,MEDIUM,NORMAL,1.71,Italian Grand Prix,42,0.5915492957746479
0.1560000000000059,1.9902450000000034,82.283,11.0,18,HARD,CRÍTICO,6.59,Emilia Romagna Grand Prix,19,0.25
1.9539999999999935,6.3654100000000025,103.499,18.0,4,MEDIUM,CRÍTICO,6.8,United States Grand Prix,17,0.2361111111111111
1.9059999999999917,1.8362649999999991,103.451,10.0,10,MEDIUM,ALERTA,4.29,United States Grand Prix,10,0.1818181818181818
8.39,7.650529999999993,86.894,23.0,3,INTERMEDIATE,CRÍTICO,7.01,Canadian Grand Prix,23,0.2948717948717949
-1.4179999999999922,-1.4735549999999995,80.709,4.0,1,HARD,CRÍTICO,6.54,Emilia Romagna Grand Prix,28,0.358974358974359
31.751000000000005,15.65167500000001,126.72,7.0,4,MEDIUM,NORMAL,1.23,Saudi Arabian Grand Prix,7,0.0897435897435897
12.420999999999992,12.154059999999992,90.925,8.0,14,INTERMEDIATE,NORMAL,1.42,Canadian Grand Prix,33,0.4285714285714285
9.171000000000006,8.653589999999998,93.536,12.0,5,INTERMEDIATE,ALERTA,4.44,Australian Grand Prix,12,0.1538461538461538
-0.6239999999999952,-0.5491250000000005,83.638,13.0,18,MEDIUM,CRÍTICO,6.55,Hungarian Grand Prix,13,0.1710526315789473
-1.6629999999999967,-1.2094999999999971,80.464,34.0,7,HARD,NORMAL,2.66,Emilia Romagna Grand Prix,63,0.8289473684210527
-0.37400000000000944,-0.4114150000000015,76.41,15.0,3,SOFT,CRÍTICO,6.72,Dutch Grand Prix,15,0.1923076923076923
0.35999999999999943,0.4733950000000023,100.243,5.0,6,MEDIUM,NORMAL,1.16,French Grand Prix,5,0.0694444444444444
-0.5194999999999936,0.19521000000000113,99.227,19.0,1,HARD,NORMAL,2.22,Chinese Grand Prix,42,0.5384615384615384
